teamName,year,stars
Penn St.,2015,3
Penn St.,2016,2.7
Penn St.,2018,3
Penn St.,2019,4
Penn St.,2020,2
Penn St.,2021,11
Pensacola St. College,2012,2
Pensacola St. College,2013,4
Pensacola St. College,2015,7
Pensacola St. College,2018,2
Pensacola St. College,2020,2
Pensacola St. College,2021,10
Pepperdine,2012,4
Pepperdine,2014,2.7
Pepperdine,2016,4.3
Pepperdine,2017,2.7
Pepperdine,2018,7.4
Pepperdine,2020,4
Pepperdine,2021,5
Peru St. College,2015,2
Peru St. College,2016,2
Peru St. College,2017,2.7
Philadelphia University,2012,2.3
Philadelphia University,2013,2
Philander Smith College,2014,2
Philander Smith College,2015,2.7
Phoenix College,2013,2
Phoenix College,2014,2
Phoenix College,2020,3
Pima Community College,2016,2
Pima Community College,2018,2
Pima Community College,2021,2
Pine Manor College,2019,2
Pitt Community College,2015,2
Pittsburg St.,2015,2
Pittsburg St.,2017,9
Pittsburg St.,2018,2
Pittsburg St.,2019,2
Pittsburg St.,2020,4
Pittsburg St.,2021,2
Pittsburgh,2012,4
Pittsburgh,2013,3
Pittsburgh,2015,6.7
Pittsburgh,2017,7
Pittsburgh,2018,3
Pittsburgh,2019,4.7
Pittsburgh,2020,2
Pittsburgh,2021,7
Point Loma Nazarene,2015,4.7
Point Loma Nazarene,2016,2
Point Loma Nazarene,2018,2
Point Loma Nazarene,2019,2
Point Loma Nazarene,2020,2
Point Loma Nazarene,2021,2
Point Loma Nazarene University,2012,4
Point Loma Nazarene University,2014,2
Point Park University,2018,2
Point University,2018,2
Polk St. College,2013,2.3
Polk St. College,2015,4
Polk St. College,2020,2
Polk St. College,2021,8
Porterville College,2019,2
Portland,2013,2
Portland,2016,2
Portland,2017,2
Portland,2018,2
Portland,2019,4
Portland,2020,4
Portland,2021,14.7
Portland St.,2012,2
Portland St.,2013,2
Portland St.,2014,3
Portland St.,2015,4.3
Portland St.,2017,2
Portland St.,2019,14
Portland St.,2020,11.3
Portland St.,2021,14
Post,2018,4
Post,2021,2
Prairie View A&M,2012,2
Prairie View A&M,2014,2
Prairie View A&M,2016,4.7
Prairie View A&M,2017,8
Prairie View A&M,2018,2
Prairie View A&M,2019,2
Prairie View A&M,2020,12
Prairie View A&M,2021,12
Pratt Community College,2015,5.3
Pratt Community College,2019,2
Pratt Community College,2021,2
Presbyterian,2020,6
Presbyterian,2021,2
"Presentation College, South Dakota",2015,2
Prince George's Community College,2013,2
Prince George's Community College,2018,2
Providence,2012,7.3
Providence,2013,3
Providence,2015,2
Providence,2019,9.3
Providence,2020,6
Providence,2021,7.3
Purdue,2013,4
Purdue,2014,2
Purdue,2015,2
Purdue,2016,2.3
Purdue,2018,3
Purdue,2019,2
Purdue Fort Wayne,2013,2
Purdue Fort Wayne,2015,6.7
Purdue Fort Wayne,2017,4.7
Purdue Fort Wayne,2018,3
Purdue Fort Wayne,2019,3
Purdue Fort Wayne,2020,4
Purdue Fort Wayne,2021,6
Purdue Northwest,2019,2
Purdue Northwest,2020,2
Purdue Northwest,2021,4
Purdue University Calumet,2014,2
Queens (NC),2015,2
Queens (NC),2018,2
Queens (NC),2019,4
Queens (NC),2020,2
Queens (NC),2021,2
Queens University of Charlotte,2013,4
Queens University of Charlotte,2014,5.3
Quincy,2015,4
Quincy,2016,2
Quincy,2020,2
Quincy,2021,4
Quincy University,2012,2
Quinnipiac,2013,2
Quinnipiac,2015,2
Quinnipiac,2017,8.3
Quinnipiac,2019,3.7
Quinnipiac,2021,3
Radford,2015,2
Radford,2017,2
Radford,2018,5
Radford,2019,9
Radford,2020,4
Radford,2021,7
Ramapo College of New Jersey,2019,2
Ranger College,2014,2
Ranger College,2016,2
Ranger College,2017,4
Ranger College,2019,6
Ranger College,2020,2
Redlands Community College,2014,2
Regina University,2021,2
Regis,2018,2
Regis,2019,2.7
Regis,2021,2
Reinhardt University,2020,2
Rhode Island,2012,9
Rhode Island,2015,10
Rhode Island,2019,2
Rhode Island,2020,16
Rhode Island,2021,3
Rhode Island College,2013,2
Rice,2014,4.3
Rice,2017,7.7
Rice,2018,2.7
Rice,2019,5
Rice,2020,8
Rice,2021,4
Richard Bland College,2017,2
Richard Bland College,2018,2
Richard J. Daley College,2018,2
Richmond,2013,2
Richmond,2014,3
Richmond,2016,4
Richmond,2017,2
Richmond,2018,4
Richmond,2019,2
Rider,2012,3
Rider,2013,6.3
Rider,2014,2
Rider,2016,6
Rider,2017,5
Rider,2019,2
Rider,2020,6
Rider,2021,8.5
Rider,2022,2
Rio Hondo College,2019,2
Ripon College,2014,2.3
Riverside City College,2013,4.3
Riverside City College,2018,2
Roanoke College,2014,2
Robert Morris,2012,2
Robert Morris,2014,3
Robert Morris,2017,7
Robert Morris,2020,2
Robert Morris,2021,16
Robert Morris University Illinois,2015,4
Robert Morris University Illinois,2017,2
Robert Morris University-Illinois,2013,2
Robert Morris University-Illinois,2014,4
Rochester College,2016,4
Rochester College,2017,2
Rochester College,2018,2
Rockhurst,2015,2
Rockhurst,2016,2
Rockhurst,2021,4
Rockhurst University,2014,2
Rocky Mountain College,2016,4
Rocky Mountain College,2021,2
Roger Williams University,2017,2
Rogers St.,2015,6
Rogers St.,2016,6
Rogers St.,2017,4
Rogers St.,2019,8
Rogers St.,2021,4
Rogers St. University,2012,4.5
Rogers St. University,2013,2
Rogers St. University,2014,4
Rollins,2015,4
Rollins,2019,6
Rollins,2020,2
Rollins College,2012,4
Rollins College,2013,2
Rollins College,2014,4
Roosevelt University,2012,2
Rowan University,2017,2
Rutgers,2013,6.4
Rutgers,2015,4.3
Rutgers,2016,2
Rutgers,2017,2
Rutgers,2018,5.7
Rutgers,2019,2
Rutgers,2021,6
Rutgers University-Camden,2013,2
Ryerson University,2013,3
Ryerson University,2014,2
Ryerson University,2015,2.3
Ryerson University,2020,2
Sacramento St.,2012,2.7
Sacramento St.,2018,2
Sacramento St.,2019,2.7
Sacramento St.,2020,2
Sacramento St.,2021,8
Sacred Heart,2014,6
Sacred Heart,2015,2
Sacred Heart,2016,2
Sacred Heart,2017,2
Sacred Heart,2021,2
Saddleback College,2013,4
Saddleback College,2014,2.5
Saddleback College,2017,2
Saddleback College,2019,2
Saddleback College,2021,2
Saginaw Valley St.,2015,2
Saginaw Valley St.,2017,4
Saginaw Valley St.,2019,4
Saginaw Valley St.,2021,2
Saginaw Valley St. University,2014,4
Saint Anselm,2015,2
Saint Anselm,2017,2
Saint Anselm,2018,2
Saint Anselm,2020,2
Saint Anselm College,2014,2
Saint Joseph's,2013,3
Saint Joseph's,2018,5
Saint Joseph's,2019,8.5
Saint Joseph's,2020,6
Saint Joseph's,2021,6
Saint Leo,2015,2
Saint Leo,2016,4
Saint Leo,2017,4
Saint Leo,2018,4
Saint Leo,2019,2
Saint Leo,2020,2
Saint Leo University,2014,2.3
Saint Louis,2012,2.5
Saint Louis,2013,3.3
Saint Louis,2016,10
Saint Louis,2017,8.3
Saint Louis,2018,7
Saint Louis,2019,4
Saint Louis,2020,6
Saint Louis,2021,8
Saint Martin's,2015,2
Saint Martin's,2016,2
Saint Martin's,2017,4
Saint Martin's,2021,4
Saint Martin's University,2014,2
Saint Mary's,2012,3
Saint Mary's,2013,3.3
Saint Mary's,2014,9
Saint Mary's,2017,6.3
Saint Mary's,2018,2
Saint Mary's,2019,2.5
Saint Mary's,2020,4
Saint Mary's University,2018,4
Saint Mary's University,2020,2
Saint Michael's,2020,2
Saint Rose,2017,2
Saint Rose,2021,2
Salem,2016,2
Salem,2017,7
Salem,2018,6
Salem,2021,2
Salisbury University,2017,2
Salt Lake Community College,2012,4
Salt Lake Community College,2014,2
Salt Lake Community College,2015,4.5
Salt Lake Community College,2016,2.5
Salt Lake Community College,2017,4
Salt Lake Community College,2018,3
Salt Lake Community College,2019,16.5
Salt Lake Community College,2020,7
Salt Lake Community College,2021,16
Sam Houston St.,2015,2
Sam Houston St.,2016,4
Sam Houston St.,2019,4
Sam Houston St.,2021,5.7
Samford,2012,2
Samford,2015,6.5
Samford,2016,7
Samford,2017,5.5
Samford,2018,2.5
Samford,2019,4
Samford,2020,8
Samford,2021,12
San Bernardino Valley College,2012,2
San Bernardino Valley College,2014,2.5
San Bernardino Valley College,2017,2.7
San Bernardino Valley College,2019,2
San Diego,2013,2
San Diego,2016,4.3
San Diego,2018,2
San Diego,2019,4
San Diego,2020,11.7
San Diego,2021,10.7
San Diego Christian College,2021,2
San Diego City College,2021,2
San Diego St.,2012,2
San Diego St.,2013,8.5
San Diego St.,2015,7
San Diego St.,2016,5.7
San Diego St.,2017,5
San Diego St.,2018,2
San Diego St.,2019,5
San Diego St.,2020,7
San Diego St.,2021,12
San Francisco,2012,4.8
San Francisco,2013,4.6
San Francisco,2015,2.3
San Francisco,2018,2
San Francisco,2019,3
San Francisco,2020,3
San Francisco,2021,10
San Francisco St.,2015,2
San Francisco St.,2016,2
San Francisco St.,2017,2.3
San Francisco St.,2018,2
San Francisco St.,2019,2
San Jacinto Colege,2012,2
San Jacinto College,2013,2
San Jacinto College,2014,2
San Jacinto College,2015,6
San Jacinto College,2017,4
San José St.,2013,4
San José St.,2014,2
San José St.,2018,3.3
San José St.,2021,13.5
San Jose City College,2012,2
Santa Barbara City College,2013,2
Santa Clara,2013,2.5
Santa Clara,2015,2.3
Santa Clara,2017,4
Santa Clara,2018,8
Santa Clara,2020,2
Santa Clara,2021,6
Santa Fe College,2014,4
Santa Fe College,2015,4
Santa Fe College,2018,2
Santa Fe College,2019,2
Santa Fe Community College,2013,2
Santa Monica College,2019,2
Santa Monica College,2021,2
Santa Rosa Junior College,2014,2
Sauk Valley Community College,2012,2
Sauk Valley Community College,2019,2
Savannah St.,2015,2
Savannah St.,2017,2
Savannah St.,2018,2
Schoolcraft College,2015,2
Scottsdale Community College,2020,2
Scottsdale Community College,2021,4
Seattle,2012,4.7
Seattle,2013,2.5
Seattle,2014,2
Seattle,2017,17
Seattle,2019,2.5
Seattle,2020,5
Seattle,2021,4
Seattle Pacific,2015,6
Seattle Pacific,2016,2
Seattle Pacific,2017,2
Seattle Pacific,2019,2
Seattle Pacific,2020,3
Seattle Pacific University,2012,2
Seattle Pacific University,2013,4
Seminole St. College,2017,2
Seton Hall,2012,5
Seton Hall,2014,2.5
Seton Hall,2015,8.6
Seton Hall,2016,2.7
Seton Hall,2017,6
Seton Hall,2018,4.7
Seton Hall,2019,2
Seton Hall,2020,6
Seton Hall,2021,10
Seton Hill,2015,2
Seton Hill University,2012,2
Seward County Community College,2012,2
Seward County Community College,2015,4.7
Seward County Community College,2018,4
Seward County Community College,2019,2
Seward County Community College,2020,2
Shaw,2015,2
Shaw,2016,3
Shaw,2017,2
Shaw,2018,5.3
Shaw,2020,2
Shaw University,2013,2
Shawnee St. University,2018,2
Shawnee St. University,2020,2
Shawnee St. University,2021,4
Shelton St. Community College,2013,2
Shelton St. Community College,2014,2
Shelton St. Community College,2018,3
Shelton St. Community College,2019,2
Shelton St. Community College,2021,8
Shepherd,2020,2
Shepherd Unviersity,2014,2
Sheridan College,2013,3
Sheridan College,2018,4
Shippensburg,2017,2
Shippensburg,2019,2
Shorter,2015,4
Shorter,2017,4
Shorter,2019,2
Shorter University,2013,6
Shorter University,2014,8.5
Siena,2013,2
Siena,2015,4
Siena,2016,2
Siena,2018,6
Siena,2019,5
Siena,2020,12
Siena,2021,17
Simon Fraser,2018,2
Simon Fraser,2020,2
Simon Fraser,2021,2
Simon Fraser University,2012,2
Simon Fraser University,2014,4
Simpson College,2012,2
Simpson University,2021,2
Sinclair Community College,2013,2
Sinclair Community College,2017,2
Sinclair Community College,2019,2
Sioux Falls,2020,2
Sioux Falls,2021,2
SIUE,2012,4.3
SIUE,2013,2
SIUE,2015,8.5
SIUE,2016,2
SIUE,2019,2
SIUE,2020,3
SIUE,2021,2
Skyline College,2021,2
Slippery Rock,2015,4
Slippery Rock,2017,2
Slippery Rock,2018,6
Slippery Rock,2019,2
Slippery Rock,2021,3
Slippery Rock University of Pennsylvania,2013,4
Slippery Rock University of Pennsylvania,2014,2
SMU,2012,14.7
SMU,2014,9
SMU,2015,4.3
SMU,2016,2
SMU,2017,7.7
SMU,2018,4
SMU,2019,10.7
SMU,2020,2
SMU,2021,14.2
Snead St. Community College,2013,2
Snead St. Community College,2019,2
Snow College,2014,2
Snow College,2020,2
Snow College,2021,6
Sonoma St.,2019,2
Sonoma St. University,2012,2
Sonoma St. University,2013,2
South Alabama,2012,4.5
South Alabama,2014,4.7
South Alabama,2015,3
South Alabama,2016,2
South Alabama,2017,4
South Alabama,2018,8
South Alabama,2019,9
South Alabama,2020,10.6
South Alabama,2021,22.2
South Carolina,2012,2.5
South Carolina,2013,4
South Carolina,2016,2
South Carolina,2017,4.7
South Carolina,2018,11
South Carolina,2019,6
South Carolina,2020,3
South Carolina,2021,15
South Carolina St.,2016,2
South Carolina St.,2019,4.5
South Carolina St.,2021,2
South Carolina St.,2022,4
South Dakota,2012,4
South Dakota,2014,6
South Dakota,2015,7
South Dakota,2017,3
South Dakota,2018,4
South Dakota,2019,6
South Dakota,2020,2
South Dakota,2021,2
South Dakota School of Mines,2017,2
South Dakota St.,2013,3.7
South Dakota St.,2014,2.7
South Dakota St.,2016,4.7
South Dakota St.,2018,2
South Dakota St.,2019,2
South Dakota St.,2020,2
South Florida,2012,4.5
South Florida,2014,4
South Florida,2015,6
South Florida,2016,6
South Florida,2017,12.7
South Florida,2018,3.5
South Florida,2020,10
South Florida,2021,18.5
South Georgia St. College,2015,2
South Georgia St. College,2016,2
South Georgia St. College,2018,2
South Georgia Technical College,2013,2
South Georgia Technical College,2016,2
South Georgia Technical College,2021,2
South Plains College,2012,2.3
South Plains College,2013,4.5
South Plains College,2014,10.5
South Plains College,2015,7
South Plains College,2016,2
South Plains College,2017,8.5
South Plains College,2018,11.5
South Plains College,2019,11
South Plains College,2020,2
South Plains College,2021,14
South Suburban College,2018,2
South Suburban College,2020,2
South Texas College,2012,2
Southeast Missouri St.,2012,5.7
Southeast Missouri St.,2013,2.7
Southeast Missouri St.,2014,4
Southeast Missouri St.,2016,2
Southeast Missouri St.,2017,2
Southeast Missouri St.,2018,2
Southeast Missouri St.,2019,2
Southeast Missouri St.,2020,8
Southeast Missouri St.,2021,2
Southeastern Community College,2015,2
Southeastern Community College,2018,5
Southeastern Louisiana,2014,10
Southeastern Louisiana,2015,2
Southeastern Louisiana,2016,2
Southeastern Louisiana,2017,6
Southeastern Louisiana,2018,2
Southeastern Louisiana,2019,2
Southeastern Louisiana,2020,4.7
Southeastern Louisiana,2021,8
Southeastern Oklahoma St.,2015,2
Southeastern Oklahoma St.,2016,2
Southeastern Oklahoma St.,2017,6
Southeastern Oklahoma St.,2018,2
Southeastern Oklahoma St. University,2013,2
Southeastern University,2013,2
Southeastern University,2014,2
Southeastern University,2015,4
Southeastern University,2016,6
Southeastern University,2017,2
Southeastern University,2018,2
Southeastern University,2019,2
Southeastern University,2021,4
Southern,2012,9
Southern,2013,5.3
Southern,2014,2
Southern,2015,4
Southern,2016,6
Southern,2017,3
Southern,2018,5
Southern,2019,8.5
Southern,2020,8.7
Southern,2021,10
Southern Arkansas University Tech,2017,2
Southern Connecticut St.,2015,2
Southern Connecticut St.,2018,4
Southern Connecticut St.,2019,4
Southern Illinois,2013,2.3
Southern Illinois,2016,2.7
Southern Illinois,2019,14.1
Southern Illinois,2020,7.3
Southern Illinois,2021,3
Southern Indiana,2015,2
Southern Indiana,2016,2
Southern Indiana,2018,4
Southern Indiana,2019,4.7
Southern Indiana,2020,2
Southern Indiana,2021,6
Southern Miss,2012,10.6
Southern Miss,2014,2
Southern Miss,2015,2
Southern Miss,2016,6.4
Southern Miss,2019,2
Southern Miss,2020,2
Southern Miss,2021,4
Southern Nazarene,2017,2
Southern Nazarene,2019,2
Southern Nazarene,2020,4
Southern Nazarene,2021,4
Southern New Hampshire,2016,2
Southern New Hampshire,2019,2
Southern New Hampshire,2020,4
Southern New Hampshire,2021,3
Southern University of New Orleans,2012,2
Southern Utah,2015,2
Southern Utah,2016,2
Southern Utah,2017,12.7
Southern Utah,2018,5.3
Southern Utah,2019,2
Southern Utah,2020,13.7
Southern Utah,2021,4
Southern Vermont College,2018,2
Southern Virginia University,2016,2
Southern Wesleyan University,2013,2
Southern Wesleyan University,2014,2
Southwest Baptist,2015,4
Southwest Baptist,2016,4
Southwest Baptist,2020,2
Southwest Baptist University,2013,2
Southwest Mississippi Community College,2012,4
Southwest Mississippi Community College,2013,7
Southwest Mississippi Community College,2017,2
Southwest Mississippi Community College,2018,2
Southwest Mississippi Community College,2019,4
Southwest Mississippi Community College,2020,5
Southwest Tennessee Community College,2012,3
Southwest Tennessee Community College,2013,2
Southwest Tennessee Community College,2014,4
Southwest Tennessee Community College,2015,2
Southwest Tennessee Community College,2016,2
Southwest Tennessee Community College,2017,4
Southwestern Assemblies of God University,2018,2
Southwestern Assemblies of God University,2020,2
Southwestern Christian University,2015,2
Southwestern Christian University,2019,2
Southwestern College,2019,2
Southwestern Community College,2017,2
Southwestern Illinois College,2012,2
Southwestern Illinois College,2013,6
Southwestern Illinois College,2015,4
Southwestern Illinois College,2018,3
Southwestern Oklahoma St.,2015,4
Southwestern Oklahoma St.,2016,4.7
Southwestern Oklahoma St.,2018,4.5
Spartanburg Methodist College,2012,2
Spartanburg Methodist College,2015,2
Spartanburg Methodist College,2016,2
Spring Hill,2016,2
Spring Hill,2019,2
Spring Hill,2020,2
Spring Hill,2021,2
Spring Hill College,2012,2
Spring Hill College,2013,2
St. Anselm College,2012,2
St. Augustine's University,2012,6
St. Bonaventure,2015,4.7
St. Bonaventure,2016,5
St. Bonaventure,2017,4
St. Bonaventure,2018,2
St. Bonaventure,2019,2
St. Bonaventure,2020,2
St. Bonaventure,2021,5
St. Catharine College,2013,2
St. Catharine College,2014,3.3
St. Cloud St.,2015,6
St. Cloud St.,2016,2
St. Cloud St. University,2012,2
St. Cloud St. University,2014,2
St. College of Florida,2013,2
St. College of Florida,2015,2
St. Edward's,2016,2
St. Edward's,2018,4
St. Edward's,2019,2
St. Edward's,2020,8
St. Edward's,2021,6
St. Edward's University,2012,2
St. Edward's University,2013,2
St. Edwards's University,2013,2
St. Fair Community College,2016,6
St. Fair Community College,2017,2.3
St. Fair Community College,2018,2
St. Fair Community College,2019,4
St. Fair Community College,2020,2
St. Fair Community College,2021,2
St. Francis (PA),2019,2
St. Francis (PA),2020,2
St. Francis Brooklyn,2019,3
St. Francis Brooklyn,2020,5
St. Francis Brooklyn,2021,10
St. Francis Xavier University,2020,4
St. Francis Xavier University,2021,2
St. John's,2012,2
St. John's,2015,8
St. John's,2016,7.7
St. John's,2017,5.7
St. John's,2018,12
St. John's,2019,7.7
St. John's,2020,2.7
St. John's,2021,12.7
St. Joseph's College,2012,2
St. Lawrence University,2021,4
St. Leo University,2012,2
St. Mary's (TX),2015,2
St. Mary's (TX),2016,2
St. Mary's (TX),2019,4
St. Mary's (TX),2021,4
St. Mary's College of Maryland,2017,2
St. Mary's University,2012,2
St. Mary's University,2013,4
St. Nobert College,2013,2.3
St. Peter's,2012,7
St. Peter's,2015,6.5
St. Peter's,2018,5
St. Peter's,2020,5
St. Peter's,2021,4
St. Petersburg College,2016,4
St. Thomas,2021,8
St. Thomas Aquinas,2017,4
St. Thomas Aquinas,2021,2
St. Thomas University,2015,4.7
St. Thomas University,2018,2
St. Thomas University,2019,7
St. Thomas University,2020,2
St. Thomas University,2021,2
St. University of New York at Fredonia,2021,2
St. University of New York at Oswego,2019,2
St. University of New York College at Oneonta,2020,2
St.n Island,2021,2
Stanislaus St.,2016,2
Stanislaus St.,2019,4
Stephen F. Austin,2014,2
Stephen F. Austin,2018,4.7
Stephen F. Austin,2020,4
Stephen F. Austin,2021,9
Stetson,2012,2
Stetson,2013,4
Stetson,2014,2
Stetson,2019,5.3
Stetson,2020,2
Stevenson University,2016,2
Stillman,2015,2
Stillman College,2018,2
Stillman College,2019,3.3
Stonehill,2016,2
Stonehill,2019,4
Stonehill,2020,4
Stonehill College,2013,2
Stony Brook,2014,2
Stony Brook,2018,2
Stony Brook,2019,2
Stony Brook,2020,6
Stony Brook,2021,6
Sullivan County Community College,2013,2
SUNY Sullivan,2016,4
Susquehanna University,2016,2
Syracuse,2012,4
Syracuse,2014,4
Syracuse,2015,4
Syracuse,2016,6
Syracuse,2017,5.5
Syracuse,2020,3
Syracuse,2021,12
Tacoma Community College,2018,2
Talladega College,2015,2
Talladega College,2017,4
Talladega College,2019,2
Talladega College,2021,4
Tallahassee Community College,2013,4.3
Tallahassee Community College,2015,2
Tallahassee Community College,2016,2
Tallahassee Community College,2017,14
Tallahassee Community College,2018,5
Tallahassee Community College,2019,14.3
Tallahassee Community College,2020,10
Tallahassee Community College,2021,10
Tampa,2015,2
Tampa,2016,2
Tampa,2017,2
Tampa,2019,2.5
Tarleton St.,2015,4.3
Tarleton St.,2016,2
Tarleton St.,2017,8
Tarleton St.,2018,6
Tarleton St.,2019,4
Tarleton St.,2020,6
Tarleton St.,2021,2
Tarleton St. University,2012,2
Tarleton St. University,2014,4.7
TCU,2012,3
TCU,2013,7
TCU,2016,4
TCU,2017,2
TCU,2019,12.3
TCU,2020,4.3
TCU,2021,26.5
Temple,2012,2
Temple,2013,3
Temple,2014,2.7
Temple,2018,2
Temple,2019,7
Temple,2020,10
Temple,2021,2
Temple College,2012,2
Temple College,2018,4
Tennessee,2013,2.3
Tennessee,2014,6
Tennessee,2016,2
Tennessee,2017,2
Tennessee,2019,6
Tennessee,2020,2
Tennessee,2021,4
Tennessee St.,2012,2
Tennessee St.,2014,4
Tennessee St.,2015,7
Tennessee St.,2017,5.3
Tennessee St.,2018,2
Tennessee St.,2019,5
Tennessee St.,2020,2
Tennessee St.,2021,18
Tennessee Tech,2012,4.3
Tennessee Tech,2016,4
Tennessee Tech,2017,6
Tennessee Tech,2018,8
Tennessee Tech,2019,2
Tennessee Tech,2020,6
Tennessee Tech,2021,12
Tennessee Temple University,2012,2
Texas,2014,4
Texas,2016,4
Texas,2017,2
Texas,2021,25
Texas A&M,2012,4
Texas A&M,2014,7
Texas A&M,2015,2.3
Texas A&M,2016,2
Texas A&M,2017,6
Texas A&M,2018,2
Texas A&M,2021,18.7
Texas A&M - Commerce,2012,2
Texas A&M - Kingsville,2013,2
Texas A&M International,2015,4
Texas A&M International,2020,6
Texas A&M International,2021,12.5
Texas A&M International University,2013,2
Texas A&M University-Commerce,2014,2
Texas A&M University-Kingsville,2014,2
Texas A&M University-Texarkana,2021,2
Texas A&M-Commerce,2015,6
Texas A&M-Commerce,2016,6
Texas A&M-Commerce,2017,9
Texas A&M-Commerce,2018,11
Texas A&M-Commerce,2020,4
Texas A&M-Commerce,2021,5
Texas A&M-Corpus Christi,2013,2
Texas A&M-Corpus Christi,2014,2
Texas A&M-Corpus Christi,2018,2
Texas A&M-Corpus Christi,2019,2
Texas A&M-Corpus Christi,2021,4
Texas A&M-Kingsville,2015,2
Texas A&M-Kingsville,2017,2
Texas A&M-Kingsville,2018,6
Texas A&M-Kingsville,2019,2
Texas A&M-Kingsville,2021,4
Texas Lutheran University,2017,2
Texas Lutheran University,2019,2
Texas Southern,2013,6.3
Texas Southern,2014,11.8
Texas Southern,2015,6
Texas Southern,2016,8
Texas Southern,2017,9.3
Texas Southern,2018,12
Texas Southern,2019,17
Texas Southern,2020,4
Texas Southern,2021,12.5
Texas St.,2014,2
Texas St.,2017,2
Texas St.,2019,2
Texas St.,2021,2
Texas Tech,2012,2.3
Texas Tech,2016,12.7
Texas Tech,2018,8.7
Texas Tech,2019,9
Texas Tech,2020,9
Texas Tech,2021,15.7
Texas Wesleyan University,2012,2
Texas Wesleyan University,2013,6
Texas Wesleyan University,2014,2.3
Texas Wesleyan University,2015,2.5
Texas Wesleyan University,2016,4
Texas Wesleyan University,2017,6
Texas Wesleyan University,2018,6
Texas Wesleyan University,2021,5
Texas-Permian Basin,2015,13
Texas-Permian Basin,2016,2
Texas-Permian Basin,2017,4.3
Texas-Permian Basin,2018,4
Texas-Permian Basin,2019,12
Texas-Permian Basin,2020,7
Texas-Permian Basin,2021,9.5
Texas-Rio Grande Valley,2013,11
Texas-Rio Grande Valley,2014,6.3
Texas-Rio Grande Valley,2015,12.7
Texas-Rio Grande Valley,2017,2
Texas-Rio Grande Valley,2018,6
Texas-Rio Grande Valley,2019,4
Texas-Rio Grande Valley,2020,4
Texas-Rio Grande Valley,2021,6
The Catholic University of America,2019,2
The Citadel,2015,4
The Citadel,2018,4
The Citadel,2019,4
The Citadel,2020,2
The Citadel,2021,2
The College of Idaho,2014,2
The College of Wooster,2019,2
The Master's College,2014,3.7
The Master's College,2016,2
The Master's University,2017,2
The Master's University,2020,2.7
The University of British Columbia,2019,2
Thomas More University,2021,2
Thomas University,2017,2
Thomas University,2018,2
Three Rivers College,2013,2
Three Rivers College,2017,2
Three Rivers College,2019,2
Three Rivers College,2021,2
Tiffin,2015,4
Tiffin,2016,2
Tiffin,2020,4
Tiffin University,2013,2
Toledo,2012,5
Toledo,2014,2.3
Toledo,2015,3.7
Toledo,2016,3.7
Toledo,2017,5
Toledo,2018,2
Toledo,2019,4
Toledo,2020,2
Toledo,2021,2
Tougaloo College,2019,2
Tougaloo College,2021,2
Towson,2012,5
Towson,2013,3
Towson,2014,6.2
Towson,2015,3
Towson,2017,2
Towson,2018,2
Towson,2019,6.7
Towson,2020,6
Towson,2021,8
Transylvania University,2017,2
Trevecca Nazarene,2017,2
Trevecca Nazarene,2019,2
Trevecca Nazarene,2020,3
Trevecca Nazarene,2021,2
Trevecca Nazarene University,2014,4
Trinidad St. Junior College,2012,2
Trinidad St. Junior College,2020,2
Trinity College,2014,2
Trinity College,2015,2
Trinity International University,2021,2
Trinity University,2021,2
Trinity Valley Community College,2012,2
Trinity Valley Community College,2013,4.3
Trinity Valley Community College,2014,4
Trinity Valley Community College,2015,12.4
Trinity Valley Community College,2017,8.2
Trinity Valley Community College,2018,11.4
Trinity Valley Community College,2019,5
Triton College,2012,2
Triton College,2015,2
Triton College,2018,2
Triton College,2019,7
Triton College,2021,4
Troy,2013,2
Troy,2014,2.3
Troy,2016,3
Troy,2018,2.5
Troy,2021,7
Truman St.,2020,2
Tufts University,2013,2
Tufts University,2017,2
Tulane,2014,5
Tulane,2015,3
Tulane,2016,6.7
Tulane,2018,2
Tulane,2019,13
Tulane,2020,12
Tulane,2021,13
Tulsa,2012,2
Tulsa,2014,2
Tulsa,2015,3
Tulsa,2016,2
Tulsa,2017,2.7
Tulsa,2018,3
Tulsa,2019,5
Tulsa,2020,2
Tulsa,2021,6.7
Tusculum,2017,2
Tusculum,2018,2
Tusculum,2020,2
Tusculum,2021,2
Tuskegee,2020,2
Tuskegee,2021,2
Tyler Junior College,2012,2.3
Tyler Junior College,2013,2
Tyler Junior College,2015,4
Tyler Junior College,2016,4
Tyler Junior College,2017,9.3
Tyler Junior College,2018,4
UAB,2012,2
UAB,2013,4
UAB,2014,2
UAB,2015,2.5
UAB,2018,4
UAB,2019,2
UAB,2020,7.5
UAB,2021,16.6
UC Davis,2012,4.5
UC Davis,2014,3
UC Davis,2016,2
UC Davis,2017,4
UC Davis,2020,4
UC Davis,2021,2
UC Irvine,2012,3
UC Irvine,2016,2
UC Irvine,2018,4
UC Irvine,2021,2
UC Riverside,2015,2.7
UC Riverside,2016,2.7
UC Riverside,2018,2
UC Riverside,2019,6
UC Riverside,2020,4
UC Riverside,2021,7
UC San Diego,2016,2
UC San Diego,2017,2
UC San Diego,2018,6
UC San Diego,2019,6
UC San Diego,2020,4
UC San Diego,2021,8
UC Santa Barbara,2017,8
UC Santa Barbara,2018,9
UC Santa Barbara,2019,4.5
UC Santa Barbara,2020,8
UC Santa Barbara,2021,4
UCF,2014,3
